Function table: {! (x) [1] = div:(1., x)} (1..20 @0.1 #190)
 1.:	 1.00000000000000
 1.1:	 0.90909090909091
 1.2:	 0.83333333333333
 1.3:	 0.76923076923077
 1.4:	 0.71428571428571
 1.5:	 0.66666666666667
 1.6:	 0.62500000000000
 1.7:	 0.58823529411765
 1.8:	 0.55555555555556
 1.9:	 0.52631578947368
 2.:	 0.50000000000000
 2.1:	 0.47619047619048
 2.2:	 0.45454545454545
 2.3:	 0.43478260869565
 2.4:	 0.41666666666667
 2.5:	 0.40000000000000
 2.6:	 0.38461538461538
 2.7:	 0.37037037037037
 2.8:	 0.35714285714286
 2.9:	 0.34482758620690
 3.:	 0.33333333333333
 3.1:	 0.32258064516129
 3.2:	 0.31250000000000
 3.3:	 0.30303030303030
 3.4:	 0.29411764705882
 3.5:	 0.28571428571429
 3.6:	 0.27777777777778
 3.7:	 0.27027027027027
 3.8:	 0.26315789473684
 3.9:	 0.25641025641026
 4.:	 0.25000000000000
 4.1:	 0.24390243902439
 4.2:	 0.23809523809524
 4.3:	 0.23255813953488
 4.4:	 0.22727272727273
 4.5:	 0.22222222222222
 4.6:	 0.21739130434783
 4.7:	 0.21276595744681
 4.8:	 0.20833333333333
 4.9:	 0.20408163265306
 5.:	 0.20000000000000
 5.1:	 0.19607843137255
 5.2:	 0.19230769230769
 5.3:	 0.18867924528302
 5.4:	 0.18518518518519
 5.5:	 0.18181818181818
 5.6:	 0.17857142857143
 5.7:	 0.17543859649123
 5.8:	 0.17241379310345
 5.9:	 0.16949152542373
 6.:	 0.16666666666667
 6.1:	 0.16393442622951
 6.2:	 0.16129032258065
 6.3:	 0.15873015873016
 6.4:	 0.15625000000000
 6.5:	 0.15384615384615
 6.6:	 0.15151515151515
 6.7:	 0.14925373134328
 6.8:	 0.14705882352941
 6.9:	 0.14492753623188
 7.:	 0.14285714285714
 7.1:	 0.14084507042254
 7.2:	 0.13888888888889
 7.3:	 0.13698630136986
 7.4:	 0.13513513513514
